Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Losing Voter Bloc Original Winning Parties,Scottish STV - Losing Voter Bloc New Winning Parties,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,Scottish STV - Winning Voter Bloc Original Winning Parties,Scottish STV - Winning Voter Bloc New Winning Parties,Scottish STV - Alt Winning Voter Bloc Anomaly,Scottish STV - Removed Alt Winner Ballots,Scottish STV - Alt Winning Voter Bloc Original Winning Parties,Scottish STV - Alt Winning Voter Bloc New Winning Parties,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Losing Voter Bloc Original Winning Parties,Meek STV - Losing Voter Bloc New Winning Parties,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Meek STV - Winning Voter Bloc Original Winning Parties,Meek STV - Winning Voter Bloc New Winning Parties,Meek STV - Alt Winning Voter Bloc Anomaly,Meek STV - Removed Alt Winner Ballots,Meek STV - Alt Winning Voter Bloc Original Winning Parties,Meek STV - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Loser Ballots,Chamberlin-Courant (OM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Winner Ballots,Chamberlin-Courant (OM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Alt Winner Ballots,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Loser Ballots,Chamberlin-Courant (PM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Winner Ballots,Chamberlin-Courant (PM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Alt Winner Ballots,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc New Winning Parties,Expanding Approvals - Losing Voter Bloc Anomaly,Expanding Approvals - Removed Loser Ballots,Expanding Approvals - Losing Voter Bloc Original Winning Parties,Expanding Approvals - Losing Voter Bloc New Winning Parties,Expanding Approvals - Winning Voter Bloc Anomaly,Expanding Approvals - Removed Winner Ballots,Expanding Approvals - Winning Voter Bloc Original Winning Parties,Expanding Approvals - Winning Voter Bloc New Winning Parties,Expanding Approvals - Alt Winning Voter Bloc Anomaly,Expanding Approvals - Removed Alt Winner Ballots,Expanding Approvals - Alt Winning Voter Bloc Original Winning Parties,Expanding Approvals - Alt Winning Voter Bloc New Winning Parties
clackmannanshire_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clackmannanshire_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2017_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 1, 6]","{(2,): 392}","['Con', 'Ind', 'Ind']","['Con', 'Ind', 'SNP']","[2, 1, 6]","{(2,): 392}","['Con', 'Ind', 'Ind']","['Con', 'Ind', 'SNP']"
dumgal_2022_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2012_ward7.csv,,,,,,,,,,,,,,,,,"[2, 5, 4, 6]","{(6,): 74}","['Lab', 'Lab', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']","[2, 5, 4, 6]","{(6,): 74}","['Lab', 'Lab', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 2, 6, 4]","{(6,): 74}","['Lab', 'Lab', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']","[5, 2, 6, 4]","{(6,): 74}","['Lab', 'Lab', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']"
east_ayrshire_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2022_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2022_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2022_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 6, 1]","{(3,): 209}","['Ind', 'Lab', 'SNP']","['Ind', 'Ind', 'Lab']",,,,,,,,
east_dunbartonshire_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 2, 4]","{(3,): 208, (3, 5): 148, (5,): 421, (5, 3): 262}","['Con', 'Grn', 'LD']","['Ind', 'LD', 'SNP']",,,,
east_dunbartonshire_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2022_ward5.csv,,,,,"[4, 5, 2]","{(5, 4): 79, (4, 5): 111, (5,): 451, (4,): 376}","['LD', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']","[4, 5, 2]","{(5, 4): 79, (4, 5): 111, (5,): 451, (4,): 376}","['LD', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2022_ward6.csv,,,,,"[3, 1, 5]","{(1,): 264, (3,): 343, (3, 1): 77, (1, 3): 30}","['LD', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']","[3, 1, 5]","{(1,): 264, (3,): 343, (3, 1): 77, (1, 3): 30}","['LD', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_lothian_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_lothian_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_lothian_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_lothian_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_lothian_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_renfrewshire_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2012_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 6, 4]","{(1,): 38, (1, 3): 3, (3,): 6, (3, 1): 3}","['Con', 'Grn', 'Lab']","['Con', 'Grn', 'SNP']",,,,,,,,
edinburgh_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2017_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2017_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2017_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2017_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2022_ward14.csv,,,,,"[1, 6, 2, 4]","{(4,): 524}","['Con', 'Grn', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[1, 6, 2, 4]","{(4,): 524}","['Con', 'Grn', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']",,,,,"[1, 6, 2, 4]","{(4,): 524}","['Con', 'Grn', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[1, 6, 2, 4]","{(4,): 524}","['Con', 'Grn', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2017_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2017_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2022_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2022_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fife_2012_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fife_2012_ward20.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fife_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6, 3, 5]","{(3,): 159}","['Ind', 'Lab', 'SNP']","['Ind', 'Lab', 'Lab']","[6, 3, 5]","{(3,): 159}","['Ind', 'Lab', 'SNP']","['Ind', 'Lab', 'Lab']"
fife_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fife_2017_ward20.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fife_2022_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fife_2022_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 1, 6, 4]","{(5,): 55, (5, 6): 9, (6,): 225, (6, 5): 36}","['LD', 'LD', 'Lab', 'SNP']","['Con', 'LD', 'LD', 'SNP']","[5, 1, 6, 4]","{(5,): 55, (5, 6): 9, (6,): 225, (6, 5): 36}","['LD', 'LD', 'Lab', 'SNP']","['Con', 'LD', 'LD', 'SNP']"
glasgow_2022_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highland_2012_ward17.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highland_2017_ward15.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 2, 5]","{(3,): 7, (3, 6): 1, (6,): 147}","['LD', 'Lab', 'SNP']","['Ind', 'LD', 'SNP']","[1, 2, 6]","{(2,): 265}","['LD', 'Lab', 'SNP']","['Con', 'LD', 'SNP']","[1, 2, 6]","{(2,): 265}","['LD', 'Lab', 'SNP']","['Con', 'LD', 'SNP']"
highland_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highland_2022_thurso.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highland_2022_wick_and_east_caithness.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6, 1, 5, 3]","{(1,): 257, (6,): 213, (1, 6): 44, (6, 1): 36}","['Ind', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'LD', 'SNP']","[6, 1, 5, 3]","{(1,): 257, (6,): 213, (1, 6): 44, (6, 1): 36}","['Ind', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'LD', 'SNP']"
inverclyde_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inverclyde_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inverclyde_2017_ward2.csv,,,,,,,,,,,,,,,,,"[3, 5, 6]","{(5,): 487}","['Ind', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[3, 5, 6]","{(5,): 487}","['Ind', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inverclyde_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inverclyde_2022_ward2.csv,,,,,"[2, 5, 3]","{(5,): 378}","['Ind', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[2, 5, 3]","{(5,): 378}","['Ind', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']",,,,,"[2, 5, 3]","{(5,): 378}","['Ind', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[2, 5, 3]","{(5,): 378}","['Ind', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 5, 3]","{(5,): 378}","['Ind', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[2, 5, 3]","{(5,): 378}","['Ind', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']"
inverclyde_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inverclyde_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 1, 5]","{(6, 3): 8, (3, 6): 23, (6,): 58, (3,): 117}","['LD', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[2, 1, 5]","{(1,): 294}","['LD', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[2, 1, 5]","{(1,): 294}","['LD', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']"
midlothian_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 3, 6]","{(1,): 40, (1, 2): 1, (2,): 134, (2, 1): 11}","['LD', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']",,,,,,,,
midlothian_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midlothian_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midlothian_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 5, 2]","{(5,): 400}","['Con', 'Lab', 'SNP']","['LD', 'Lab', 'SNP']","[3, 5, 2]","{(5,): 400}","['Con', 'Lab', 'SNP']","['LD', 'Lab', 'SNP']"
moray_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moray_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moray_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moray_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moray_2022_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moray_2022_ward8.csv,,,,,"[2, 5, 3, 1]","{(2,): 404}","['Con', 'Con', 'Grn', 'SNP']","['Con', 'Con', 'Lab', 'SNP']","[2, 5, 3, 1]","{(2,): 404}","['Con', 'Con', 'Grn', 'SNP']","['Con', 'Con', 'Lab', 'SNP']",,,,,"[2, 5, 3, 1]","{(2,): 404}","['Con', 'Con', 'Grn', 'SNP']","['Con', 'Con', 'Lab', 'SNP']","[2, 5, 3, 1]","{(2,): 404}","['Con', 'Con', 'Grn', 'SNP']","['Con', 'Con', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2017_ward8.csv,,,,,"[2, 3, 1, 5]","{(3,): 973}","['Con', 'Ind', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[2, 3, 1, 5]","{(3,): 973}","['Con', 'Ind', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']",,,,,"[2, 3, 1, 5]","{(3,): 973}","['Con', 'Ind', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[2, 3, 1, 5]","{(3,): 973}","['Con', 'Ind', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 2, 1, 5]","{(3,): 973}","['Con', 'Ind', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[3, 2, 1, 5]","{(3,): 973}","['Con', 'Ind', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']"
north_ayrshire_2022_kilwinning.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward14.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward15.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward20.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 2, 5, 6]","{(1,): 174}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'Lab', 'SNP']",,,,,,,,
north_lanarkshire_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2017_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 6, 2]","{(3,): 2, (3, 5): 1, (5,): 85, (5, 3): 1}","['Lab', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']",,,,,,,,
north_lanarkshire_2022_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2022_ward16.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2022_ward17.csv,"[1, 3, 2]","{(5, 4): 2, (4, 5): 4, (5,): 53, (4,): 44}","['Con', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[1, 3, 2]","{(3,): 84}","['Con', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[1, 3, 2]","{(3,): 84}","['Con', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 3, 2]","{(5,): 53, (5, 6): 10, (6,): 327, (6, 5): 26}","['Lab', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']",,,,,,,,
north_lanarkshire_2022_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2022_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orkney_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orkney_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
